full_date,date_key,year,quarter,quarter_name,month,month_name,year_month,week,day,day_of_week,day_name,is_weekend,is_month_end
2018-06-01,20180601,2018,2,Q2 2018,6,June,2018-06,22,1,5,Friday,0,0
2018-06-02,20180602,2018,2,Q2 2018,6,June,2018-06,22,2,6,Saturday,1,0
2018-06-03,20180603,2018,2,Q2 2018,6,June,2018-06,22,3,7,Sunday,1,0
2018-06-04,20180604,2018,2,Q2 2018,6,June,2018-06,23,4,1,Monday,0,0
2018-06-05,20180605,2018,2,Q2 2018,6,June,2018-06,23,5,2,Tuesday,0,0
2018-06-06,20180606,2018,2,Q2 2018,6,June,2018-06,23,6,3,Wednesday,0,0
2018-06-07,20180607,2018,2,Q2 2018,6,June,2018-06,23,7,4,Thursday,0,0
2018-06-08,20180608,2018,2,Q2 2018,6,June,2018-06,23,8,5,Friday,0,0
2018-06-09,20180609,2018,2,Q2 2018,6,June,2018-06,23,9,6,Saturday,1,0
2018-06-10,20180610,2018,2,Q2 2018,6,June,2018-06,23,10,7,Sunday,1,0
2018-06-11,20180611,2018,2,Q2 2018,6,June,2018-06,24,11,1,Monday,0,0
2018-06-12,20180612,2018,2,Q2 2018,6,June,2018-06,24,12,2,Tuesday,0,0
2018-06-13,20180613,2018,2,Q2 2018,6,June,2018-06,24,13,3,Wednesday,0,0
2018-06-14,20180614,2018,2,Q2 2018,6,June,2018-06,24,14,4,Thursday,0,0
2018-06-15,20180615,2018,2,Q2 2018,6,June,2018-06,24,15,5,Friday,0,0
2018-06-16,20180616,2018,2,Q2 2018,6,June,2018-06,24,16,6,Saturday,1,0
2018-06-17,20180617,2018,2,Q2 2018,6,June,2018-06,24,17,7,Sunday,1,0
2018-06-18,20180618,2018,2,Q2 2018,6,June,2018-06,25,18,1,Monday,0,0
2018-06-19,20180619,2018,2,Q2 2018,6,June,2018-06,25,19,2,Tuesday,0,0
2018-06-20,20180620,2018,2,Q2 2018,6,June,2018-06,25,20,3,Wednesday,0,0
2018-06-21,20180621,2018,2,Q2 2018,6,June,2018-06,25,21,4,Thursday,0,0
2018-06-22,20180622,2018,2,Q2 2018,6,June,2018-06,25,22,5,Friday,0,0
2018-06-23,20180623,2018,2,Q2 2018,6,June,2018-06,25,23,6,Saturday,1,0
2018-06-24,20180624,2018,2,Q2 2018,6,June,2018-06,25,24,7,Sunday,1,0
2018-06-25,20180625,2018,2,Q2 2018,6,June,2018-06,26,25,1,Monday,0,0
2018-06-26,20180626,2018,2,Q2 2018,6,June,2018-06,26,26,2,Tuesday,0,0
2018-06-27,20180627,2018,2,Q2 2018,6,June,2018-06,26,27,3,Wednesday,0,0
2018-06-28,20180628,2018,2,Q2 2018,6,June,2018-06,26,28,4,Thursday,0,0
2018-06-29,20180629,2018,2,Q2 2018,6,June,2018-06,26,29,5,Friday,0,0
2018-06-30,20180630,2018,2,Q2 2018,6,June,2018-06,26,30,6,Saturday,1,1
2018-07-01,20180701,2018,3,Q3 2018,7,July,2018-07,26,1,7,Sunday,1,0
2018-07-02,20180702,2018,3,Q3 2018,7,July,2018-07,27,2,1,Monday,0,0
2018-07-03,20180703,2018,3,Q3 2018,7,July,2018-07,27,3,2,Tuesday,0,0
2018-07-04,20180704,2018,3,Q3 2018,7,July,2018-07,27,4,3,Wednesday,0,0
2018-07-05,20180705,2018,3,Q3 2018,7,July,2018-07,27,5,4,Thursday,0,0
2018-07-06,20180706,2018,3,Q3 2018,7,July,2018-07,27,6,5,Friday,0,0
2018-07-07,20180707,2018,3,Q3 2018,7,July,2018-07,27,7,6,Saturday,1,0
2018-07-08,20180708,2018,3,Q3 2018,7,July,2018-07,27,8,7,Sunday,1,0
2018-07-09,20180709,2018,3,Q3 2018,7,July,2018-07,28,9,1,Monday,0,0
2018-07-10,20180710,2018,3,Q3 2018,7,July,2018-07,28,10,2,Tuesday,0,0
2018-07-11,20180711,2018,3,Q3 2018,7,July,2018-07,28,11,3,Wednesday,0,0
2018-07-12,20180712,2018,3,Q3 2018,7,July,2018-07,28,12,4,Thursday,0,0
2018-07-13,20180713,2018,3,Q3 2018,7,July,2018-07,28,13,5,Friday,0,0
2018-07-14,20180714,2018,3,Q3 2018,7,July,2018-07,28,14,6,Saturday,1,0
2018-07-15,20180715,2018,3,Q3 2018,7,July,2018-07,28,15,7,Sunday,1,0
2018-07-16,20180716,2018,3,Q3 2018,7,July,2018-07,29,16,1,Monday,0,0
2018-07-17,20180717,2018,3,Q3 2018,7,July,2018-07,29,17,2,Tuesday,0,0
2018-07-18,20180718,2018,3,Q3 2018,7,July,2018-07,29,18,3,Wednesday,0,0
2018-07-19,20180719,2018,3,Q3 2018,7,July,2018-07,29,19,4,Thursday,0,0
2018-07-20,20180720,2018,3,Q3 2018,7,July,2018-07,29,20,5,Friday,0,0
2018-07-21,20180721,2018,3,Q3 2018,7,July,2018-07,29,21,6,Saturday,1,0
2018-07-22,20180722,2018,3,Q3 2018,7,July,2018-07,29,22,7,Sunday,1,0
2018-07-23,20180723,2018,3,Q3 2018,7,July,2018-07,30,23,1,Monday,0,0
2018-07-24,20180724,2018,3,Q3 2018,7,July,2018-07,30,24,2,Tuesday,0,0
2018-07-25,20180725,2018,3,Q3 2018,7,July,2018-07,30,25,3,Wednesday,0,0
2018-07-26,20180726,2018,3,Q3 2018,7,July,2018-07,30,26,4,Thursday,0,0
2018-07-27,20180727,2018,3,Q3 2018,7,July,2018-07,30,27,5,Friday,0,0
2018-07-28,20180728,2018,3,Q3 2018,7,July,2018-07,30,28,6,Saturday,1,0
2018-07-29,20180729,2018,3,Q3 2018,7,July,2018-07,30,29,7,Sunday,1,0
2018-07-30,20180730,2018,3,Q3 2018,7,July,2018-07,31,30,1,Monday,0,0
2018-07-31,20180731,2018,3,Q3 2018,7,July,2018-07,31,31,2,Tuesday,0,1
2018-08-01,20180801,2018,3,Q3 2018,8,August,2018-08,31,1,3,Wednesday,0,0
2018-08-02,20180802,2018,3,Q3 2018,8,August,2018-08,31,2,4,Thursday,0,0
2018-08-03,20180803,2018,3,Q3 2018,8,August,2018-08,31,3,5,Friday,0,0
2018-08-04,20180804,2018,3,Q3 2018,8,August,2018-08,31,4,6,Saturday,1,0
2018-08-05,20180805,2018,3,Q3 2018,8,August,2018-08,31,5,7,Sunday,1,0
2018-08-06,20180806,2018,3,Q3 2018,8,August,2018-08,32,6,1,Monday,0,0
2018-08-07,20180807,2018,3,Q3 2018,8,August,2018-08,32,7,2,Tuesday,0,0
2018-08-08,20180808,2018,3,Q3 2018,8,August,2018-08,32,8,3,Wednesday,0,0
2018-08-09,20180809,2018,3,Q3 2018,8,August,2018-08,32,9,4,Thursday,0,0
2018-08-10,20180810,2018,3,Q3 2018,8,August,2018-08,32,10,5,Friday,0,0
2018-08-11,20180811,2018,3,Q3 2018,8,August,2018-08,32,11,6,Saturday,1,0
2018-08-12,20180812,2018,3,Q3 2018,8,August,2018-08,32,12,7,Sunday,1,0
2018-08-13,20180813,2018,3,Q3 2018,8,August,2018-08,33,13,1,Monday,0,0
2018-08-14,20180814,2018,3,Q3 2018,8,August,2018-08,33,14,2,Tuesday,0,0
2018-08-15,20180815,2018,3,Q3 2018,8,August,2018-08,33,15,3,Wednesday,0,0
2018-08-16,20180816,2018,3,Q3 2018,8,August,2018-08,33,16,4,Thursday,0,0
2018-08-17,20180817,2018,3,Q3 2018,8,August,2018-08,33,17,5,Friday,0,0
2018-08-18,20180818,2018,3,Q3 2018,8,August,2018-08,33,18,6,Saturday,1,0
2018-08-19,20180819,2018,3,Q3 2018,8,August,2018-08,33,19,7,Sunday,1,0
2018-08-20,20180820,2018,3,Q3 2018,8,August,2018-08,34,20,1,Monday,0,0
2018-08-21,20180821,2018,3,Q3 2018,8,August,2018-08,34,21,2,Tuesday,0,0
2018-08-22,20180822,2018,3,Q3 2018,8,August,2018-08,34,22,3,Wednesday,0,0
2018-08-23,20180823,2018,3,Q3 2018,8,August,2018-08,34,23,4,Thursday,0,0
2018-08-24,20180824,2018,3,Q3 2018,8,August,2018-08,34,24,5,Friday,0,0
2018-08-25,20180825,2018,3,Q3 2018,8,August,2018-08,34,25,6,Saturday,1,0
2018-08-26,20180826,2018,3,Q3 2018,8,August,2018-08,34,26,7,Sunday,1,0
2018-08-27,20180827,2018,3,Q3 2018,8,August,2018-08,35,27,1,Monday,0,0
2018-08-28,20180828,2018,3,Q3 2018,8,August,2018-08,35,28,2,Tuesday,0,0
2018-08-29,20180829,2018,3,Q3 2018,8,August,2018-08,35,29,3,Wednesday,0,0
2018-08-30,20180830,2018,3,Q3 2018,8,August,2018-08,35,30,4,Thursday,0,0
2018-08-31,20180831,2018,3,Q3 2018,8,August,2018-08,35,31,5,Friday,0,1
2018-09-01,20180901,2018,3,Q3 2018,9,September,2018-09,35,1,6,Saturday,1,0
2018-09-02,20180902,2018,3,Q3 2018,9,September,2018-09,35,2,7,Sunday,1,0
2018-09-03,20180903,2018,3,Q3 2018,9,September,2018-09,36,3,1,Monday,0,0
2018-09-04,20180904,2018,3,Q3 2018,9,September,2018-09,36,4,2,Tuesday,0,0
2018-09-05,20180905,2018,3,Q3 2018,9,September,2018-09,36,5,3,Wednesday,0,0
2018-09-06,20180906,2018,3,Q3 2018,9,September,2018-09,36,6,4,Thursday,0,0
2018-09-07,20180907,2018,3,Q3 2018,9,September,2018-09,36,7,5,Friday,0,0
2018-09-08,20180908,2018,3,Q3 2018,9,September,2018-09,36,8,6,Saturday,1,0
2018-09-09,20180909,2018,3,Q3 2018,9,September,2018-09,36,9,7,Sunday,1,0
2018-09-10,20180910,2018,3,Q3 2018,9,September,2018-09,37,10,1,Monday,0,0
2018-09-11,20180911,2018,3,Q3 2018,9,September,2018-09,37,11,2,Tuesday,0,0
2018-09-12,20180912,2018,3,Q3 2018,9,September,2018-09,37,12,3,Wednesday,0,0
2018-09-13,20180913,2018,3,Q3 2018,9,September,2018-09,37,13,4,Thursday,0,0
2018-09-14,20180914,2018,3,Q3 2018,9,September,2018-09,37,14,5,Friday,0,0
2018-09-15,20180915,2018,3,Q3 2018,9,September,2018-09,37,15,6,Saturday,1,0
2018-09-16,20180916,2018,3,Q3 2018,9,September,2018-09,37,16,7,Sunday,1,0
2018-09-17,20180917,2018,3,Q3 2018,9,September,2018-09,38,17,1,Monday,0,0
2018-09-18,20180918,2018,3,Q3 2018,9,September,2018-09,38,18,2,Tuesday,0,0
2018-09-19,20180919,2018,3,Q3 2018,9,September,2018-09,38,19,3,Wednesday,0,0
2018-09-20,20180920,2018,3,Q3 2018,9,September,2018-09,38,20,4,Thursday,0,0
2018-09-21,20180921,2018,3,Q3 2018,9,September,2018-09,38,21,5,Friday,0,0
2018-09-22,20180922,2018,3,Q3 2018,9,September,2018-09,38,22,6,Saturday,1,0
2018-09-23,20180923,2018,3,Q3 2018,9,September,2018-09,38,23,7,Sunday,1,0
2018-09-24,20180924,2018,3,Q3 2018,9,September,2018-09,39,24,1,Monday,0,0
2018-09-25,20180925,2018,3,Q3 2018,9,September,2018-09,39,25,2,Tuesday,0,0
2018-09-26,20180926,2018,3,Q3 2018,9,September,2018-09,39,26,3,Wednesday,0,0
2018-09-27,20180927,2018,3,Q3 2018,9,September,2018-09,39,27,4,Thursday,0,0
2018-09-28,20180928,2018,3,Q3 2018,9,September,2018-09,39,28,5,Friday,0,0
2018-09-29,20180929,2018,3,Q3 2018,9,September,2018-09,39,29,6,Saturday,1,0
2018-09-30,20180930,2018,3,Q3 2018,9,September,2018-09,39,30,7,Sunday,1,1
2018-10-01,20181001,2018,4,Q4 2018,10,October,2018-10,40,1,1,Monday,0,0
2018-10-02,20181002,2018,4,Q4 2018,10,October,2018-10,40,2,2,Tuesday,0,0
2018-10-03,20181003,2018,4,Q4 2018,10,October,2018-10,40,3,3,Wednesday,0,0
2018-10-04,20181004,2018,4,Q4 2018,10,October,2018-10,40,4,4,Thursday,0,0
2018-10-05,20181005,2018,4,Q4 2018,10,October,2018-10,40,5,5,Friday,0,0
2018-10-06,20181006,2018,4,Q4 2018,10,October,2018-10,40,6,6,Saturday,1,0
2018-10-07,20181007,2018,4,Q4 2018,10,October,2018-10,40,7,7,Sunday,1,0
2018-10-08,20181008,2018,4,Q4 2018,10,October,2018-10,41,8,1,Monday,0,0
2018-10-09,20181009,2018,4,Q4 2018,10,October,2018-10,41,9,2,Tuesday,0,0
2018-10-10,20181010,2018,4,Q4 2018,10,October,2018-10,41,10,3,Wednesday,0,0
2018-10-11,20181011,2018,4,Q4 2018,10,October,2018-10,41,11,4,Thursday,0,0
2018-10-12,20181012,2018,4,Q4 2018,10,October,2018-10,41,12,5,Friday,0,0
2018-10-13,20181013,2018,4,Q4 2018,10,October,2018-10,41,13,6,Saturday,1,0
2018-10-14,20181014,2018,4,Q4 2018,10,October,2018-10,41,14,7,Sunday,1,0
2018-10-15,20181015,2018,4,Q4 2018,10,October,2018-10,42,15,1,Monday,0,0
2018-10-16,20181016,2018,4,Q4 2018,10,October,2018-10,42,16,2,Tuesday,0,0
2018-10-17,20181017,2018,4,Q4 2018,10,October,2018-10,42,17,3,Wednesday,0,0
2018-10-18,20181018,2018,4,Q4 2018,10,October,2018-10,42,18,4,Thursday,0,0
2018-10-19,20181019,2018,4,Q4 2018,10,October,2018-10,42,19,5,Friday,0,0
2018-10-20,20181020,2018,4,Q4 2018,10,October,2018-10,42,20,6,Saturday,1,0
2018-10-21,20181021,2018,4,Q4 2018,10,October,2018-10,42,21,7,Sunday,1,0
2018-10-22,20181022,2018,4,Q4 2018,10,October,2018-10,43,22,1,Monday,0,0
2018-10-23,20181023,2018,4,Q4 2018,10,October,2018-10,43,23,2,Tuesday,0,0
2018-10-24,20181024,2018,4,Q4 2018,10,October,2018-10,43,24,3,Wednesday,0,0
2018-10-25,20181025,2018,4,Q4 2018,10,October,2018-10,43,25,4,Thursday,0,0
2018-10-26,20181026,2018,4,Q4 2018,10,October,2018-10,43,26,5,Friday,0,0
2018-10-27,20181027,2018,4,Q4 2018,10,October,2018-10,43,27,6,Saturday,1,0
2018-10-28,20181028,2018,4,Q4 2018,10,October,2018-10,43,28,7,Sunday,1,0
2018-10-29,20181029,2018,4,Q4 2018,10,October,2018-10,44,29,1,Monday,0,0
2018-10-30,20181030,2018,4,Q4 2018,10,October,2018-10,44,30,2,Tuesday,0,0
2018-10-31,20181031,2018,4,Q4 2018,10,October,2018-10,44,31,3,Wednesday,0,1
2018-11-01,20181101,2018,4,Q4 2018,11,November,2018-11,44,1,4,Thursday,0,0
2018-11-02,20181102,2018,4,Q4 2018,11,November,2018-11,44,2,5,Friday,0,0
2018-11-03,20181103,2018,4,Q4 2018,11,November,2018-11,44,3,6,Saturday,1,0
2018-11-04,20181104,2018,4,Q4 2018,11,November,2018-11,44,4,7,Sunday,1,0
2018-11-05,20181105,2018,4,Q4 2018,11,November,2018-11,45,5,1,Monday,0,0
2018-11-06,20181106,2018,4,Q4 2018,11,November,2018-11,45,6,2,Tuesday,0,0
2018-11-07,20181107,2018,4,Q4 2018,11,November,2018-11,45,7,3,Wednesday,0,0
2018-11-08,20181108,2018,4,Q4 2018,11,November,2018-11,45,8,4,Thursday,0,0
2018-11-09,20181109,2018,4,Q4 2018,11,November,2018-11,45,9,5,Friday,0,0
2018-11-10,20181110,2018,4,Q4 2018,11,November,2018-11,45,10,6,Saturday,1,0
2018-11-11,20181111,2018,4,Q4 2018,11,November,2018-11,45,11,7,Sunday,1,0
2018-11-12,20181112,2018,4,Q4 2018,11,November,2018-11,46,12,1,Monday,0,0
2018-11-13,20181113,2018,4,Q4 2018,11,November,2018-11,46,13,2,Tuesday,0,0
2018-11-14,20181114,2018,4,Q4 2018,11,November,2018-11,46,14,3,Wednesday,0,0
2018-11-15,20181115,2018,4,Q4 2018,11,November,2018-11,46,15,4,Thursday,0,0
2018-11-16,20181116,2018,4,Q4 2018,11,November,2018-11,46,16,5,Friday,0,0
2018-11-17,20181117,2018,4,Q4 2018,11,November,2018-11,46,17,6,Saturday,1,0
2018-11-18,20181118,2018,4,Q4 2018,11,November,2018-11,46,18,7,Sunday,1,0
2018-11-19,20181119,2018,4,Q4 2018,11,November,2018-11,47,19,1,Monday,0,0
2018-11-20,20181120,2018,4,Q4 2018,11,November,2018-11,47,20,2,Tuesday,0,0
2018-11-21,20181121,2018,4,Q4 2018,11,November,2018-11,47,21,3,Wednesday,0,0
2018-11-22,20181122,2018,4,Q4 2018,11,November,2018-11,47,22,4,Thursday,0,0
2018-11-23,20181123,2018,4,Q4 2018,11,November,2018-11,47,23,5,Friday,0,0
2018-11-24,20181124,2018,4,Q4 2018,11,November,2018-11,47,24,6,Saturday,1,0
2018-11-25,20181125,2018,4,Q4 2018,11,November,2018-11,47,25,7,Sunday,1,0
2018-11-26,20181126,2018,4,Q4 2018,11,November,2018-11,48,26,1,Monday,0,0
2018-11-27,20181127,2018,4,Q4 2018,11,November,2018-11,48,27,2,Tuesday,0,0
2018-11-28,20181128,2018,4,Q4 2018,11,November,2018-11,48,28,3,Wednesday,0,0
2018-11-29,20181129,2018,4,Q4 2018,11,November,2018-11,48,29,4,Thursday,0,0
2018-11-30,20181130,2018,4,Q4 2018,11,November,2018-11,48,30,5,Friday,0,1
2018-12-01,20181201,2018,4,Q4 2018,12,December,2018-12,48,1,6,Saturday,1,0
2018-12-02,20181202,2018,4,Q4 2018,12,December,2018-12,48,2,7,Sunday,1,0
2018-12-03,20181203,2018,4,Q4 2018,12,December,2018-12,49,3,1,Monday,0,0
2018-12-04,20181204,2018,4,Q4 2018,12,December,2018-12,49,4,2,Tuesday,0,0
2018-12-05,20181205,2018,4,Q4 2018,12,December,2018-12,49,5,3,Wednesday,0,0
2018-12-06,20181206,2018,4,Q4 2018,12,December,2018-12,49,6,4,Thursday,0,0
2018-12-07,20181207,2018,4,Q4 2018,12,December,2018-12,49,7,5,Friday,0,0
2018-12-08,20181208,2018,4,Q4 2018,12,December,2018-12,49,8,6,Saturday,1,0
2018-12-09,20181209,2018,4,Q4 2018,12,December,2018-12,49,9,7,Sunday,1,0
2018-12-10,20181210,2018,4,Q4 2018,12,December,2018-12,50,10,1,Monday,0,0
2018-12-11,20181211,2018,4,Q4 2018,12,December,2018-12,50,11,2,Tuesday,0,0
2018-12-12,20181212,2018,4,Q4 2018,12,December,2018-12,50,12,3,Wednesday,0,0
2018-12-13,20181213,2018,4,Q4 2018,12,December,2018-12,50,13,4,Thursday,0,0
2018-12-14,20181214,2018,4,Q4 2018,12,December,2018-12,50,14,5,Friday,0,0
2018-12-15,20181215,2018,4,Q4 2018,12,December,2018-12,50,15,6,Saturday,1,0
2018-12-16,20181216,2018,4,Q4 2018,12,December,2018-12,50,16,7,Sunday,1,0
2018-12-17,20181217,2018,4,Q4 2018,12,December,2018-12,51,17,1,Monday,0,0
2018-12-18,20181218,2018,4,Q4 2018,12,December,2018-12,51,18,2,Tuesday,0,0
2018-12-19,20181219,2018,4,Q4 2018,12,December,2018-12,51,19,3,Wednesday,0,0
2018-12-20,20181220,2018,4,Q4 2018,12,December,2018-12,51,20,4,Thursday,0,0
2018-12-21,20181221,2018,4,Q4 2018,12,December,2018-12,51,21,5,Friday,0,0
2018-12-22,20181222,2018,4,Q4 2018,12,December,2018-12,51,22,6,Saturday,1,0
2018-12-23,20181223,2018,4,Q4 2018,12,December,2018-12,51,23,7,Sunday,1,0
2018-12-24,20181224,2018,4,Q4 2018,12,December,2018-12,52,24,1,Monday,0,0
2018-12-25,20181225,2018,4,Q4 2018,12,December,2018-12,52,25,2,Tuesday,0,0
2018-12-26,20181226,2018,4,Q4 2018,12,December,2018-12,52,26,3,Wednesday,0,0
2018-12-27,20181227,2018,4,Q4 2018,12,December,2018-12,52,27,4,Thursday,0,0
2018-12-28,20181228,2018,4,Q4 2018,12,December,2018-12,52,28,5,Friday,0,0
2018-12-29,20181229,2018,4,Q4 2018,12,December,2018-12,52,29,6,Saturday,1,0
2018-12-30,20181230,2018,4,Q4 2018,12,December,2018-12,52,30,7,Sunday,1,0
2018-12-31,20181231,2018,4,Q4 2018,12,December,2018-12,1,31,1,Monday,0,1
